ID,Target
TEST_1291,anger
TEST_1292,neutral
TEST_1293,neutral
TEST_1294,anger
TEST_1295,neutral
TEST_1296,neutral
TEST_1297,neutral
TEST_1298,neutral
TEST_1299,neutral
TEST_1300,neutral
TEST_1301,neutral
TEST_1302,neutral
TEST_1303,neutral
TEST_1304,neutral
TEST_1305,neutral
TEST_1306,neutral
TEST_1307,sadness
TEST_1308,neutral
TEST_1309,neutral
TEST_1310,neutral
TEST_1311,neutral
TEST_1312,neutral
TEST_1313,neutral
TEST_1314,neutral
TEST_1315,neutral
TEST_1316,neutral
TEST_1317,neutral
TEST_1318,neutral
TEST_1319,neutral
TEST_1320,neutral
TEST_1321,neutral
TEST_1322,anger
TEST_1323,anger
TEST_1324,joy
TEST_1325,joy
TEST_1326,disgust
TEST_1327,neutral
TEST_1328,neutral
TEST_1329,neutral
TEST_1330,joy
TEST_1331,sadness
TEST_1332,joy
TEST_1333,neutral
TEST_1334,neutral
TEST_1335,neutral
TEST_1336,neutral
TEST_1337,joy
TEST_1338,neutral
TEST_1339,neutral
TEST_1340,neutral
TEST_1341,neutral
TEST_1342,neutral
TEST_1343,neutral
TEST_1344,neutral
TEST_1345,joy
TEST_1346,joy
TEST_1347,neutral
TEST_1348,neutral
TEST_1349,anger
TEST_1350,neutral
TEST_1351,neutral
TEST_1352,neutral
TEST_1353,neutral
TEST_1354,neutral
TEST_1355,neutral
TEST_1356,neutral
TEST_1357,neutral
TEST_1358,anger
TEST_1359,neutral
TEST_1360,neutral
TEST_1361,neutral
TEST_1362,joy
TEST_1363,joy
TEST_1364,sadness
TEST_1365,neutral
TEST_1366,joy
TEST_1367,joy
TEST_1368,neutral
TEST_1369,anger
TEST_1370,neutral
TEST_1371,sadness
TEST_1372,joy
TEST_1373,neutral
TEST_1374,neutral
TEST_1375,neutral
TEST_1376,neutral
TEST_1377,neutral
TEST_1378,joy
TEST_1379,neutral
TEST_1380,joy
TEST_1381,anger
TEST_1382,neutral
TEST_1383,neutral
TEST_1384,neutral
TEST_1385,sadness
TEST_1386,neutral
TEST_1387,neutral
TEST_1388,neutral
TEST_1389,neutral
TEST_1390,anger
TEST_1391,neutral
TEST_1392,neutral
TEST_1393,surprise
TEST_1394,neutral
TEST_1395,surprise
TEST_1396,neutral
TEST_1397,neutral
TEST_1398,neutral
TEST_1399,surprise
TEST_1400,surprise
TEST_1401,neutral
TEST_1402,neutral
TEST_1403,neutral
TEST_1404,neutral
TEST_1405,neutral
TEST_1406,joy
TEST_1407,neutral
TEST_1408,neutral
TEST_1409,anger
TEST_1410,neutral
TEST_1411,neutral
TEST_1412,neutral
TEST_1413,neutral
TEST_1414,neutral
TEST_1415,neutral
TEST_1416,neutral
TEST_1417,neutral
TEST_1418,neutral
TEST_1419,joy
TEST_1420,joy
TEST_1421,joy
TEST_1422,sadness
TEST_1423,neutral
TEST_1424,neutral
TEST_1425,neutral
TEST_1426,surprise
TEST_1427,neutral
TEST_1428,surprise
TEST_1429,neutral
TEST_1430,neutral
TEST_1431,neutral
TEST_1432,neutral
TEST_1433,neutral
TEST_1434,neutral
TEST_1435,neutral
TEST_1436,neutral
TEST_1437,neutral
TEST_1438,anger
TEST_1439,surprise
TEST_1440,surprise
TEST_1441,neutral
TEST_1442,surprise
TEST_1443,neutral
TEST_1444,joy
TEST_1445,neutral
TEST_1446,joy
TEST_1447,neutral
TEST_1448,neutral
TEST_1449,neutral
TEST_1450,neutral
TEST_1451,neutral
TEST_1452,joy
TEST_1453,anger
TEST_1454,neutral
TEST_1455,neutral
TEST_1456,sadness
TEST_1457,neutral
TEST_1458,joy
TEST_1459,anger
TEST_1460,neutral
TEST_1461,disgust
TEST_1462,disgust
TEST_1463,neutral
TEST_1464,neutral
TEST_1465,neutral
TEST_1466,neutral
TEST_1467,neutral
TEST_1468,joy
TEST_1469,neutral
TEST_1470,neutral
TEST_1471,sadness
TEST_1472,neutral
TEST_1473,neutral
TEST_1474,neutral
TEST_1475,sadness
TEST_1476,neutral
TEST_1477,anger
TEST_1478,neutral
TEST_1479,neutral
TEST_1480,neutral
TEST_1481,neutral
TEST_1482,neutral
TEST_1483,neutral
TEST_1484,joy
TEST_1485,neutral
TEST_1486,neutral
TEST_1487,neutral
TEST_1488,neutral
TEST_1489,neutral
TEST_1490,neutral
TEST_1491,neutral
TEST_1492,neutral
TEST_1493,neutral
TEST_1494,neutral
TEST_1495,neutral
TEST_1496,surprise
TEST_1497,joy
TEST_1498,joy
TEST_1499,joy
TEST_1500,neutral
TEST_1501,neutral
TEST_1502,neutral
TEST_1503,neutral
TEST_1504,neutral
TEST_1505,sadness
TEST_1506,neutral
TEST_1507,neutral
TEST_1508,neutral
TEST_1509,neutral
TEST_1510,neutral
TEST_1511,joy
TEST_1512,neutral
TEST_1513,neutral
TEST_1514,joy
TEST_1515,neutral
TEST_1516,anger
TEST_1517,neutral
TEST_1518,neutral
TEST_1519,neutral
TEST_1520,joy
TEST_1521,anger
TEST_1522,neutral
TEST_1523,joy
TEST_1524,neutral
TEST_1525,joy
TEST_1526,surprise
TEST_1527,neutral
TEST_1528,neutral
TEST_1529,joy
TEST_1530,neutral
TEST_1531,neutral
TEST_1532,neutral
TEST_1533,neutral
TEST_1534,neutral
TEST_1535,neutral
TEST_1536,joy
TEST_1537,neutral
TEST_1538,joy
TEST_1539,anger
TEST_1540,anger
TEST_1541,neutral
TEST_1542,neutral
TEST_1543,neutral
TEST_1544,joy
TEST_1545,neutral
TEST_1546,neutral
TEST_1547,neutral
TEST_1548,neutral
TEST_1549,joy
TEST_1550,neutral
TEST_1551,neutral
TEST_1552,joy
TEST_1553,neutral
TEST_1554,neutral
TEST_1555,neutral
TEST_1556,neutral
TEST_1557,neutral
TEST_1558,anger
TEST_1559,neutral
TEST_1560,neutral
TEST_1561,neutral
TEST_1562,neutral
TEST_1563,neutral
TEST_1564,neutral
TEST_1565,neutral
TEST_1566,neutral
TEST_1567,neutral
TEST_1568,neutral
TEST_1569,neutral
TEST_1570,neutral
TEST_1571,neutral
TEST_1572,joy
TEST_1573,neutral
TEST_1574,joy
TEST_1575,neutral
TEST_1576,surprise
TEST_1577,anger
TEST_1578,surprise
TEST_1579,neutral
TEST_1580,neutral
TEST_1581,neutral
TEST_1582,disgust
TEST_1583,neutral
TEST_1584,sadness
TEST_1585,surprise
TEST_1586,joy
TEST_1587,anger
TEST_1588,joy
TEST_1589,neutral
TEST_1590,anger
TEST_1591,neutral
TEST_1592,surprise
TEST_1593,surprise
TEST_1594,neutral
TEST_1595,joy
TEST_1596,neutral
TEST_1597,surprise
TEST_1598,neutral
TEST_1599,surprise
TEST_1600,neutral
TEST_1601,neutral
TEST_1602,neutral
TEST_1603,anger
TEST_1604,neutral
TEST_1605,neutral
TEST_1606,surprise
TEST_1607,joy
TEST_1608,surprise
TEST_1609,neutral
TEST_1610,neutral
TEST_1611,neutral
TEST_1612,joy
TEST_1613,neutral
TEST_1614,neutral
TEST_1615,joy
TEST_1616,anger
TEST_1617,neutral
TEST_1618,neutral
TEST_1619,anger
TEST_1620,joy
TEST_1621,sadness
TEST_1622,disgust
TEST_1623,sadness
TEST_1624,neutral
TEST_1625,joy
TEST_1626,neutral
TEST_1627,neutral
TEST_1628,neutral
TEST_1629,sadness
TEST_1630,neutral
TEST_1631,neutral
TEST_1632,neutral
TEST_1633,sadness
TEST_1634,neutral
TEST_1635,neutral
TEST_1636,neutral
TEST_1637,neutral
TEST_1638,joy
TEST_1639,sadness
TEST_1640,neutral
TEST_1641,neutral
TEST_1642,neutral
TEST_1643,neutral
TEST_1644,neutral
TEST_1645,neutral
TEST_1646,joy
TEST_1647,neutral
TEST_1648,neutral
TEST_1649,joy
TEST_1650,sadness
TEST_1651,neutral
TEST_1652,neutral
TEST_1653,anger
TEST_1654,joy
TEST_1655,neutral
TEST_1656,neutral
TEST_1657,neutral
TEST_1658,joy
TEST_1659,neutral
TEST_1660,neutral
TEST_1661,neutral
TEST_1662,joy
TEST_1663,neutral
TEST_1664,neutral
TEST_1665,neutral
TEST_1666,neutral
TEST_1667,neutral
TEST_1668,neutral
TEST_1669,neutral
TEST_1670,neutral
TEST_1671,anger
TEST_1672,neutral
TEST_1673,surprise
TEST_1674,joy
TEST_1675,neutral
TEST_1676,sadness
TEST_1677,neutral
TEST_1678,neutral
TEST_1679,neutral
TEST_1680,surprise
TEST_1681,anger
TEST_1682,neutral
TEST_1683,neutral
TEST_1684,anger
TEST_1685,joy
TEST_1686,neutral
TEST_1687,neutral
TEST_1688,neutral
TEST_1689,neutral
TEST_1690,neutral
TEST_1691,neutral
TEST_1692,neutral
TEST_1693,neutral
TEST_1694,neutral
TEST_1695,neutral
TEST_1696,neutral
TEST_1697,neutral
TEST_1698,neutral
TEST_1699,sadness
TEST_1700,neutral
TEST_1701,neutral
TEST_1702,joy
TEST_1703,neutral
TEST_1704,neutral
TEST_1705,neutral
TEST_1706,neutral
TEST_1707,neutral
TEST_1708,neutral
TEST_1709,neutral
TEST_1710,neutral
TEST_1711,neutral
TEST_1712,neutral
TEST_1713,sadness
TEST_1714,neutral
TEST_1715,neutral
TEST_1716,neutral
TEST_1717,neutral
TEST_1718,neutral
TEST_1719,neutral
TEST_1720,anger
TEST_1721,joy
TEST_1722,neutral
TEST_1723,neutral
TEST_1724,neutral
TEST_1725,neutral
TEST_1726,neutral
TEST_1727,joy
TEST_1728,surprise
TEST_1729,neutral
TEST_1730,joy
TEST_1731,neutral
TEST_1732,neutral
TEST_1733,neutral
TEST_1734,surprise
TEST_1735,neutral
TEST_1736,neutral
TEST_1737,neutral
TEST_1738,neutral
TEST_1739,neutral
TEST_1740,sadness
TEST_1741,disgust
TEST_1742,neutral
TEST_1743,joy
TEST_1744,neutral
TEST_1745,neutral
TEST_1746,surprise
TEST_1747,anger
TEST_1748,neutral
TEST_1749,surprise
TEST_1750,sadness
TEST_1751,neutral
TEST_1752,neutral
TEST_1753,neutral
TEST_1754,sadness
TEST_1755,joy
TEST_1756,neutral
TEST_1757,neutral
TEST_1758,neutral
TEST_1759,surprise
TEST_1760,neutral
TEST_1761,joy
TEST_1762,joy
TEST_1763,neutral
TEST_1764,sadness
TEST_1765,disgust
TEST_1766,sadness
TEST_1767,neutral
TEST_1768,sadness
TEST_1769,sadness
TEST_1770,sadness
TEST_1771,neutral
TEST_1772,neutral
TEST_1773,neutral
TEST_1774,neutral
TEST_1775,neutral
TEST_1776,neutral
TEST_1777,neutral
TEST_1778,neutral
TEST_1779,neutral
TEST_1780,neutral
TEST_1781,neutral
TEST_1782,neutral
TEST_1783,sadness
TEST_1784,anger
TEST_1785,neutral
TEST_1786,neutral
TEST_1787,sadness
TEST_1788,neutral
TEST_1789,neutral
TEST_1790,neutral
TEST_1791,anger
TEST_1792,neutral
TEST_1793,neutral
TEST_1794,neutral
TEST_1795,surprise
TEST_1796,surprise
TEST_1797,neutral
TEST_1798,neutral
TEST_1799,neutral
TEST_1800,neutral
TEST_1801,neutral
TEST_1802,neutral
TEST_1803,neutral
TEST_1804,neutral
TEST_1805,anger
TEST_1806,neutral
TEST_1807,neutral
TEST_1808,neutral
TEST_1809,neutral
TEST_1810,joy
TEST_1811,sadness
TEST_1812,neutral
TEST_1813,anger
TEST_1814,joy
TEST_1815,neutral
TEST_1816,sadness
TEST_1817,neutral
TEST_1818,neutral
TEST_1819,sadness
TEST_1820,joy
TEST_1821,neutral
TEST_1822,neutral
TEST_1823,neutral
TEST_1824,neutral
TEST_1825,neutral
TEST_1826,neutral
TEST_1827,neutral
TEST_1828,sadness
TEST_1829,joy
TEST_1830,neutral
TEST_1831,neutral
TEST_1832,anger
TEST_1833,neutral
TEST_1834,sadness
TEST_1835,neutral
TEST_1836,neutral
TEST_1837,joy
TEST_1838,joy
TEST_1839,sadness
TEST_1840,neutral
TEST_1841,neutral
TEST_1842,neutral
TEST_1843,joy
TEST_1844,anger
TEST_1845,anger
TEST_1846,joy
TEST_1847,neutral
TEST_1848,neutral
TEST_1849,anger
TEST_1850,neutral
TEST_1851,neutral
TEST_1852,neutral
TEST_1853,neutral
TEST_1854,anger
TEST_1855,neutral
TEST_1856,anger
TEST_1857,neutral
TEST_1858,anger
TEST_1859,neutral
TEST_1860,neutral
TEST_1861,neutral
TEST_1862,neutral
TEST_1863,neutral
TEST_1864,neutral
TEST_1865,neutral
TEST_1866,neutral
TEST_1867,neutral
TEST_1868,joy
TEST_1869,joy
TEST_1870,neutral
TEST_1871,anger
TEST_1872,neutral
TEST_1873,neutral
TEST_1874,neutral
TEST_1875,joy
TEST_1876,neutral
TEST_1877,neutral
TEST_1878,neutral
TEST_1879,neutral
TEST_1880,neutral
TEST_1881,neutral
TEST_1882,disgust
TEST_1883,neutral
TEST_1884,neutral
TEST_1885,neutral
TEST_1886,joy
TEST_1887,surprise
TEST_1888,anger
TEST_1889,neutral
TEST_1890,neutral
TEST_1891,neutral
TEST_1892,neutral
TEST_1893,neutral
TEST_1894,neutral
TEST_1895,neutral
TEST_1896,neutral
TEST_1897,neutral
TEST_1898,neutral
TEST_1899,anger
TEST_1900,neutral
TEST_1901,neutral
TEST_1902,neutral
TEST_1903,neutral
TEST_1904,neutral
TEST_1905,neutral
TEST_1906,neutral
TEST_1907,joy
TEST_1908,neutral
TEST_1909,neutral
TEST_1910,neutral
TEST_1911,neutral
TEST_1912,neutral
TEST_1913,neutral
TEST_1914,neutral
TEST_1915,neutral
TEST_1916,neutral
TEST_1917,neutral
TEST_1918,anger
TEST_1919,joy
TEST_1920,joy
TEST_1921,neutral
TEST_1922,neutral
TEST_1923,surprise
TEST_1924,surprise
TEST_1925,neutral
TEST_1926,surprise
TEST_1927,neutral
TEST_1928,neutral
TEST_1929,neutral
TEST_1930,neutral
TEST_1931,joy
TEST_1932,neutral
TEST_1933,neutral
TEST_1934,neutral
TEST_1935,neutral
TEST_1936,neutral
TEST_1937,neutral
TEST_1938,surprise
TEST_1939,neutral
TEST_1940,neutral
TEST_1941,joy
TEST_1942,neutral
TEST_1943,neutral
TEST_1944,neutral
TEST_1945,joy
TEST_1946,anger
TEST_1947,surprise
TEST_1948,surprise
TEST_1949,neutral
TEST_1950,neutral
TEST_1951,surprise
TEST_1952,joy
TEST_1953,joy
TEST_1954,neutral
TEST_1955,neutral
TEST_1956,neutral
TEST_1957,neutral
TEST_1958,neutral
TEST_1959,neutral
TEST_1960,neutral
TEST_1961,neutral
TEST_1962,neutral
TEST_1963,neutral
TEST_1964,joy
TEST_1965,joy
TEST_1966,neutral
TEST_1967,sadness
TEST_1968,neutral
TEST_1969,neutral
TEST_1970,neutral
TEST_1971,neutral
TEST_1972,sadness
TEST_1973,neutral
TEST_1974,neutral
TEST_1975,neutral
TEST_1976,neutral
TEST_1977,neutral
TEST_1978,joy
TEST_1979,joy
TEST_1980,neutral
TEST_1981,joy
TEST_1982,anger
TEST_1983,neutral
TEST_1984,neutral
TEST_1985,neutral
TEST_1986,neutral
TEST_1987,neutral
TEST_1988,neutral
TEST_1989,neutral
TEST_1990,neutral
TEST_1991,neutral
TEST_1992,neutral
TEST_1993,neutral
TEST_1994,neutral
TEST_1995,neutral
TEST_1996,neutral
TEST_1997,sadness
TEST_1998,neutral
TEST_1999,neutral
TEST_2000,joy
TEST_2001,neutral
TEST_2002,anger
TEST_2003,neutral
TEST_2004,neutral
TEST_2005,joy
TEST_2006,neutral
TEST_2007,neutral
TEST_2008,neutral
TEST_2009,neutral
TEST_2010,neutral
TEST_2011,anger
TEST_2012,disgust
TEST_2013,anger
TEST_2014,neutral
TEST_2015,neutral
TEST_2016,sadness
TEST_2017,neutral
TEST_2018,neutral
TEST_2019,neutral
TEST_2020,neutral
TEST_2021,neutral
TEST_2022,surprise
TEST_2023,neutral
TEST_2024,joy
TEST_2025,neutral
TEST_2026,neutral
TEST_2027,neutral
TEST_2028,neutral
TEST_2029,joy
TEST_2030,neutral
TEST_2031,joy
TEST_2032,surprise
TEST_2033,neutral
TEST_2034,neutral
TEST_2035,surprise
TEST_2036,neutral
TEST_2037,neutral
TEST_2038,neutral
TEST_2039,surprise
TEST_2040,neutral
TEST_2041,neutral
TEST_2042,joy
TEST_2043,neutral
TEST_2044,neutral
TEST_2045,disgust
TEST_2046,neutral
TEST_2047,neutral
TEST_2048,neutral
TEST_2049,neutral
TEST_2050,neutral
TEST_2051,neutral
TEST_2052,surprise
TEST_2053,neutral
TEST_2054,joy
TEST_2055,neutral
TEST_2056,neutral
TEST_2057,neutral
TEST_2058,neutral
TEST_2059,anger
TEST_2060,neutral
TEST_2061,neutral
TEST_2062,joy
TEST_2063,neutral
TEST_2064,neutral
TEST_2065,neutral
TEST_2066,neutral
TEST_2067,neutral
TEST_2068,neutral
TEST_2069,neutral
TEST_2070,neutral
TEST_2071,neutral
TEST_2072,surprise
TEST_2073,neutral
TEST_2074,sadness
TEST_2075,neutral
TEST_2076,neutral
TEST_2077,joy
TEST_2078,neutral
TEST_2079,neutral
TEST_2080,neutral
TEST_2081,neutral
TEST_2082,neutral
TEST_2083,neutral
TEST_2084,neutral
TEST_2085,neutral
TEST_2086,neutral
TEST_2087,neutral
TEST_2088,neutral
TEST_2089,neutral
TEST_2090,joy
TEST_2091,joy
TEST_2092,joy
TEST_2093,neutral
TEST_2094,neutral
TEST_2095,neutral
TEST_2096,neutral
TEST_2097,neutral
TEST_2098,joy
TEST_2099,neutral
TEST_2100,joy
TEST_2101,neutral
TEST_2102,neutral
TEST_2103,neutral
TEST_2104,neutral
TEST_2105,neutral
TEST_2106,neutral
TEST_2107,neutral
TEST_2108,neutral
TEST_2109,surprise
TEST_2110,neutral
TEST_2111,anger
TEST_2112,anger
TEST_2113,anger
TEST_2114,anger
TEST_2115,anger
TEST_2116,neutral
TEST_2117,neutral
TEST_2118,neutral
TEST_2119,neutral
TEST_2120,neutral
TEST_2121,neutral
TEST_2122,neutral
TEST_2123,surprise
TEST_2124,neutral
TEST_2125,neutral
TEST_2126,neutral
TEST_2127,neutral
TEST_2128,neutral
TEST_2129,neutral
TEST_2130,neutral
TEST_2131,joy
TEST_2132,neutral
TEST_2133,disgust
TEST_2134,neutral
TEST_2135,joy
TEST_2136,neutral
TEST_2137,neutral
TEST_2138,anger
TEST_2139,anger
TEST_2140,neutral
TEST_2141,neutral
TEST_2142,neutral
TEST_2143,neutral
TEST_2144,joy
TEST_2145,neutral
TEST_2146,neutral
TEST_2147,neutral
TEST_2148,disgust
TEST_2149,anger
TEST_2150,joy
TEST_2151,neutral
TEST_2152,neutral
TEST_2153,joy
TEST_2154,neutral
TEST_2155,neutral
TEST_2156,neutral
TEST_2157,neutral
TEST_2158,surprise
TEST_2159,neutral
TEST_2160,neutral
TEST_2161,neutral
TEST_2162,neutral
TEST_2163,joy
TEST_2164,neutral
TEST_2165,neutral
TEST_2166,neutral
TEST_2167,neutral
TEST_2168,joy
TEST_2169,joy
TEST_2170,joy
TEST_2171,joy
TEST_2172,neutral
TEST_2173,neutral
TEST_2174,neutral
TEST_2175,neutral
TEST_2176,joy
TEST_2177,neutral
TEST_2178,neutral
TEST_2179,neutral
TEST_2180,neutral
TEST_2181,neutral
TEST_2182,neutral
TEST_2183,neutral
TEST_2184,joy
TEST_2185,anger
TEST_2186,neutral
TEST_2187,neutral
TEST_2188,neutral
TEST_2189,neutral
TEST_2190,neutral
TEST_2191,neutral
TEST_2192,sadness
TEST_2193,joy
TEST_2194,neutral
TEST_2195,neutral
TEST_2196,neutral
TEST_2197,neutral
TEST_2198,neutral
TEST_2199,anger
TEST_2200,surprise
TEST_2201,neutral
TEST_2202,neutral
TEST_2203,neutral
TEST_2204,neutral
TEST_2205,neutral
TEST_2206,neutral
TEST_2207,joy
TEST_2208,neutral
TEST_2209,neutral
TEST_2210,neutral
TEST_2211,neutral
TEST_2212,neutral
TEST_2213,neutral
TEST_2214,joy
TEST_2215,anger
TEST_2216,sadness
TEST_2217,neutral
TEST_2218,neutral
TEST_2219,neutral
TEST_2220,neutral
TEST_2221,neutral
TEST_2222,neutral
TEST_2223,neutral
TEST_2224,neutral
TEST_2225,sadness
TEST_2226,neutral
TEST_2227,surprise
TEST_2228,joy
TEST_2229,neutral
TEST_2230,neutral
TEST_2231,neutral
TEST_2232,joy
TEST_2233,neutral
TEST_2234,neutral
TEST_2235,neutral
TEST_2236,neutral
TEST_2237,anger
TEST_2238,neutral
TEST_2239,surprise
TEST_2240,neutral
TEST_2241,neutral
TEST_2242,neutral
TEST_2243,neutral
TEST_2244,neutral
TEST_2245,neutral
TEST_2246,neutral
TEST_2247,neutral
TEST_2248,neutral
TEST_2249,neutral
TEST_2250,neutral
TEST_2251,neutral
TEST_2252,surprise
TEST_2253,neutral
TEST_2254,surprise
TEST_2255,neutral
TEST_2256,joy
TEST_2257,neutral
TEST_2258,surprise
TEST_2259,surprise
TEST_2260,neutral
TEST_2261,neutral
TEST_2262,neutral
TEST_2263,neutral
TEST_2264,neutral
TEST_2265,neutral
TEST_2266,neutral
TEST_2267,neutral
TEST_2268,neutral
TEST_2269,joy
TEST_2270,neutral
TEST_2271,neutral
TEST_2272,neutral
TEST_2273,neutral
TEST_2274,neutral
TEST_2275,sadness
TEST_2276,neutral
TEST_2277,neutral
TEST_2278,neutral
TEST_2279,joy
TEST_2280,surprise
TEST_2281,neutral
TEST_2282,neutral
TEST_2283,neutral
TEST_2284,surprise
TEST_2285,neutral
TEST_2286,neutral
TEST_2287,neutral
TEST_2288,neutral
TEST_2289,neutral
TEST_2290,neutral
TEST_2291,surprise
TEST_2292,joy
TEST_2293,neutral
TEST_2294,neutral
TEST_2295,neutral
TEST_2296,neutral
TEST_2297,neutral
TEST_2298,neutral
TEST_2299,neutral
TEST_2300,anger
TEST_2301,joy
TEST_2302,neutral
TEST_2303,neutral
TEST_2304,neutral
TEST_2305,neutral
TEST_2306,neutral
TEST_2307,neutral
TEST_2308,neutral
TEST_2309,neutral
TEST_2310,joy
TEST_2311,neutral
TEST_2312,neutral
TEST_2313,neutral
TEST_2314,neutral
TEST_2315,neutral
TEST_2316,neutral
TEST_2317,neutral
TEST_2318,neutral
TEST_2319,neutral
TEST_2320,neutral
TEST_2321,neutral
TEST_2322,neutral
TEST_2323,surprise
TEST_2324,joy
TEST_2325,joy
TEST_2326,sadness
TEST_2327,neutral
TEST_2328,surprise
TEST_2329,neutral
TEST_2330,neutral
TEST_2331,surprise
TEST_2332,neutral
TEST_2333,neutral
TEST_2334,sadness
TEST_2335,surprise
TEST_2336,sadness
TEST_2337,sadness
TEST_2338,neutral
TEST_2339,anger
TEST_2340,surprise
TEST_2341,neutral
TEST_2342,neutral
TEST_2343,anger
TEST_2344,neutral
TEST_2345,neutral
TEST_2346,neutral
TEST_2347,neutral
TEST_2348,anger
TEST_2349,surprise
TEST_2350,neutral
TEST_2351,neutral
TEST_2352,neutral
TEST_2353,sadness
TEST_2354,neutral
TEST_2355,neutral
TEST_2356,sadness
TEST_2357,neutral
TEST_2358,neutral
TEST_2359,anger
TEST_2360,anger
TEST_2361,anger
TEST_2362,anger
TEST_2363,joy
TEST_2364,neutral
TEST_2365,surprise
TEST_2366,surprise
TEST_2367,joy
TEST_2368,anger
TEST_2369,neutral
TEST_2370,neutral
TEST_2371,neutral
TEST_2372,neutral
TEST_2373,joy
TEST_2374,anger
TEST_2375,neutral
TEST_2376,joy
TEST_2377,neutral
TEST_2378,neutral
TEST_2379,neutral
TEST_2380,neutral
TEST_2381,neutral
TEST_2382,neutral
TEST_2383,neutral
TEST_2384,joy
TEST_2385,joy
TEST_2386,neutral
TEST_2387,neutral
TEST_2388,neutral
TEST_2389,neutral
TEST_2390,neutral
TEST_2391,neutral
TEST_2392,neutral
TEST_2393,joy
TEST_2394,neutral
TEST_2395,surprise
TEST_2396,neutral
TEST_2397,neutral
TEST_2398,surprise
TEST_2399,neutral
TEST_2400,neutral
TEST_2401,neutral
TEST_2402,neutral
TEST_2403,neutral
TEST_2404,joy
TEST_2405,neutral
TEST_2406,neutral
TEST_2407,neutral
TEST_2408,neutral
TEST_2409,neutral
TEST_2410,anger
TEST_2411,neutral
TEST_2412,neutral
TEST_2413,neutral
TEST_2414,neutral
TEST_2415,neutral
TEST_2416,neutral
TEST_2417,neutral
TEST_2418,joy
TEST_2419,surprise
TEST_2420,neutral
TEST_2421,neutral
TEST_2422,neutral
TEST_2423,joy
TEST_2424,neutral
TEST_2425,neutral
TEST_2426,neutral
TEST_2427,neutral
TEST_2428,neutral
TEST_2429,neutral
TEST_2430,neutral
TEST_2431,neutral
TEST_2432,neutral
TEST_2433,neutral
TEST_2434,neutral
TEST_2435,joy
TEST_2436,neutral
TEST_2437,neutral
TEST_2438,neutral
TEST_2439,sadness
TEST_2440,neutral
TEST_2441,neutral
TEST_2442,neutral
TEST_2443,joy
TEST_2444,neutral
TEST_2445,neutral
TEST_2446,neutral
TEST_2447,neutral
TEST_2448,neutral
TEST_2449,neutral
TEST_2450,neutral
TEST_2451,surprise
TEST_2452,neutral
TEST_2453,neutral
TEST_2454,neutral
TEST_2455,neutral
TEST_2456,joy
TEST_2457,surprise
TEST_2458,surprise
TEST_2459,neutral
TEST_2460,surprise
TEST_2461,neutral
TEST_2462,neutral
TEST_2463,neutral
TEST_2464,neutral
TEST_2465,neutral
TEST_2466,neutral
TEST_2467,neutral
TEST_2468,neutral
TEST_2469,neutral
TEST_2470,neutral
TEST_2471,neutral
TEST_2472,neutral
TEST_2473,neutral
TEST_2474,neutral
TEST_2475,neutral
TEST_2476,neutral
TEST_2477,neutral
TEST_2478,neutral
TEST_2479,neutral
TEST_2480,neutral
TEST_2481,neutral
TEST_2482,surprise
TEST_2483,neutral
TEST_2484,surprise
TEST_2485,joy
TEST_2486,neutral
TEST_2487,joy
TEST_2488,neutral
TEST_2489,neutral
TEST_2490,neutral
TEST_2491,joy
TEST_2492,neutral
TEST_2493,neutral
TEST_2494,neutral
TEST_2495,joy
TEST_2496,neutral
TEST_2497,neutral
TEST_2498,joy
TEST_2499,surprise
TEST_2500,neutral
TEST_2501,surprise
TEST_2502,neutral
TEST_2503,surprise
TEST_2504,neutral
TEST_2505,neutral
TEST_2506,neutral
TEST_2507,neutral
TEST_2508,neutral
TEST_2509,neutral
TEST_2510,neutral
TEST_2511,neutral
TEST_2512,neutral
TEST_2513,neutral
TEST_2514,neutral
TEST_2515,neutral
TEST_2516,surprise
TEST_2517,joy
TEST_2518,sadness
TEST_2519,neutral
TEST_2520,neutral
TEST_2521,neutral
TEST_2522,sadness
TEST_2523,neutral
TEST_2524,sadness
TEST_2525,neutral
TEST_2526,joy
TEST_2527,neutral
TEST_2528,neutral
TEST_2529,neutral
TEST_2530,neutral
TEST_2531,neutral
TEST_2532,joy
TEST_2533,neutral
TEST_2534,neutral
TEST_2535,neutral
TEST_2536,neutral
TEST_2537,sadness
TEST_2538,neutral
TEST_2539,neutral
TEST_2540,surprise
TEST_2541,neutral
TEST_2542,neutral
TEST_2543,neutral
TEST_2544,neutral
TEST_2545,joy
TEST_2546,anger
TEST_2547,sadness
TEST_2548,anger
TEST_2549,neutral
TEST_2550,anger
TEST_2551,anger
TEST_2552,neutral
TEST_2553,neutral
TEST_2554,surprise
TEST_2555,neutral
TEST_2556,neutral
TEST_2557,surprise
TEST_2558,neutral
TEST_2559,neutral
TEST_2560,sadness
TEST_2561,neutral
TEST_2562,neutral
TEST_2563,anger
TEST_2564,neutral
TEST_2565,neutral
TEST_2566,neutral
TEST_2567,neutral
TEST_2568,joy
TEST_2569,neutral
TEST_2570,neutral
TEST_2571,neutral
TEST_2572,neutral
TEST_2573,neutral
TEST_2574,anger
TEST_2575,neutral
TEST_2576,neutral
TEST_2577,neutral
TEST_2578,neutral
TEST_2579,neutral
TEST_2580,neutral
TEST_2581,joy
TEST_2582,neutral
TEST_2583,neutral
